SIG_CD,SIG_KOR_NM,배출량,area_km2,density,log_density,hotspot_p10,hotspot_p15,hotspot_p20,cluster_density_spatial_k4,hotspot_kmeans_density_spatial_k4,돼지,소,dominant,dominant_group
11590,µ¿ÀÛ±¸,106691,16.377731972603677,6514.394067412414,8.781922973902013,True,True,True,2,True,0,0,돼지,돼지
11620,°ü¾Ç±¸,134632,29.552564956888464,4555.679014542471,8.424349350894598,False,False,False,2,True,0,0,돼지,돼지
11650,¼­ÃÊ±¸,126167,46.85597923263267,2692.655282554237,7.898654391305041,False,False,False,2,True,0,53,일반 소,소
11680,°­³²±¸,167361,39.49340427362735,4237.694953832057,8.352010706940202,False,False,False,2,True,0,211,일반 소,소
11710,¼ÛÆÄ±¸,192444,33.82482548147635,5689.430684731515,8.64654121577288,False,True,True,2,True,0,37,일반 소,소
11740,°­µ¿±¸,131412,24.53869717339127,5355.296537197486,8.586028070699943,False,False,True,2,True,0,0,돼지,돼지
26110,Áß±¸,16080,3.0388983164330763,5291.391262763273,8.57402545726433,False,False,True,3,False,0,5640,일반 소,소
26140,¼­±¸,30607,14.028810873990086,2181.7244722249743,7.688329133387147,False,False,False,3,False,6425,13258,일반 소,소
26170,µ¿±¸,29683,9.905168032738255,2996.7184707914766,8.00560676857984,False,False,False,3,False,39,1453,일반 소,소
26200,¿µµµ±¸,34107,14.249399245570388,2393.574593020306,7.78096087111216,False,False,False,3,False,0,0,돼지,돼지
26230,ºÎ»êÁø±¸,102045,29.72818496546911,3432.601086091558,8.141364868749108,False,False,False,3,False,0,0,돼지,돼지
26260,µ¿·¡±¸,82889,16.659715616031917,4975.415061721375,8.512465043665724,False,False,False,3,False,6197,781,돼지,돼지
26290,³²±¸,82204,26.892720820844183,3056.7379384046853,8.025430685761437,False,False,False,3,False,5309,6946,일반 소,소
26320,ºÏ±¸,78645,39.75363069408989,1978.3098707432532,7.590503512801196,False,False,False,3,False,19558,16535,돼지,돼지
26350,ÇØ¿î´ë±¸,114468,51.85284834607514,2207.554717843467,7.700093606751153,False,False,False,3,False,1690,1363,돼지,돼지
26380,»çÇÏ±¸,332049,41.966926137009615,7912.159182589598,8.976282371998492,True,True,True,3,False,3428,1602,돼지,돼지
26410,±ÝÁ¤±¸,66147,65.63409107356618,1007.8146724978475,6.916531329051132,False,False,False,3,False,0,1569,일반 소,소
26440,°­¼­±¸,304794,181.5539564611485,1678.8067081601946,7.426434011111458,False,False,False,3,False,7538,6871,돼지,돼지
26470,¿¬Á¦±¸,58430,12.128642347835326,4817.521889449429,8.480222498074305,False,False,False,3,False,0,0,돼지,돼지
26500,¼ö¿µ±¸,50780,10.226239130664814,4965.657398694017,8.510502337228939,False,False,False,3,False,0,0,돼지,돼지
26530,»ç»ó±¸,61185,36.196250531518395,1690.3684525755589,7.433293215510206,False,False,False,3,False,0,0,돼지,돼지
26710,±âÀå±º,108431,218.86965742642084,495.413577537362,6.207409404965583,False,False,False,3,False,7883,8453,일반 소,소
27110,Áß±¸,32460,7.079507565829906,4585.06466702177,8.430777564282621,False,False,False,3,False,0,5640,일반 소,소
27140,µ¿±¸,226425,181.45459294925928,1247.8328397193889,7.129964665876113,False,False,False,3,False,39,1453,일반 소,소
27170,¼­±¸,94169,17.31427023223216,5438.808493625995,8.60149913585276,False,False,True,3,False,6425,13258,일반 소,소
27200,³²±¸,52404,17.732005567282197,2955.334059712458,7.991705286411027,False,False,False,3,False,5309,6946,일반 소,소
27230,ºÏ±¸,173830,93.7055957005481,1855.065310672618,7.526214101667017,False,False,False,3,False,19558,16535,돼지,돼지
27260,¼ö¼º±¸,233034,76.57025462498952,3043.4011371818906,8.021059489925518,False,False,False,3,False,81883,26860,돼지,돼지
27290,´Þ¼­±¸,275472,62.82685059164219,4384.622138558157,8.386086773547035,False,False,False,3,False,83076,15931,돼지,돼지
27710,´Þ¼º±º,456092,423.4915785323659,1076.9800938677758,6.982844285498611,False,False,False,3,False,38852,60184,일반 소,소
27720,±ºÀ§±º,726566,613.0718307057896,1185.1237711632452,7.078445934283898,False,False,False,3,False,185596,199211,일반 소,소
28110,Áß±¸,108173,141.36133087930895,765.2234124221397,6.641473788341262,False,False,False,2,True,0,5640,일반 소,소
28140,µ¿±¸,26090,7.198365669618968,3624.4338225430865,8.195729235312571,False,False,False,2,True,39,1453,일반 소,소
28177,¹ÌÃßÈ¦±¸,135797,24.85511264170131,5463.543937924588,8.60603594569646,False,False,True,2,True,11526,166,돼지,돼지
28185,¿¬¼ö±¸,171715,58.52425234704928,2934.0827625055113,7.984490930333285,False,False,False,2,True,0,105,일반 소,소
28200,³²µ¿±¸,313882,57.32228151489029,5475.741573867129,8.60826559978649,False,False,True,2,True,132251,14801,돼지,돼지
28237,ºÎÆò±¸,158540,32.05849760736842,4945.334679799863,8.506402112553062,False,False,False,2,True,0,332,일반 소,소
28245,°è¾ç±¸,102167,45.50078300709799,2245.389930631792,7.717079731374772,False,False,False,2,True,333,3180,일반 소,소
28260,¼­±¸,979616,119.32826497850613,8209.421298268706,9.013159516387955,True,True,True,2,True,6425,13258,일반 소,소
28710,°­È­±º,566674,410.10828665362146,1381.7667636611652,7.231841672222862,False,False,False,2,True,14919,257469,일반 소,소
28720,¿ËÁø±º,1375735,172.4001183204801,7979.89591539956,8.984805954242233,True,True,True,2,True,0,607,일반 소,소
29110,µ¿±¸,33828,48.73624946157036,694.1034727482291,6.544060716135147,False,False,False,0,False,39,1453,일반 소,소
29140,¼­±¸,128285,47.55420843473123,2697.658193092896,7.900509962942978,False,False,False,0,False,6425,13258,일반 소,소
29155,³²±¸,106940,60.46776723278607,1768.5455391185064,7.478478035039843,False,False,False,0,False,5309,6946,일반 소,소
29170,ºÏ±¸,181748,119.32427557780737,1523.1435440937432,7.329187920848972,False,False,False,0,False,19558,16535,돼지,돼지
29200,±¤»ê±¸,315784,221.92063898212112,1422.9591328161277,7.261196392695022,False,False,False,0,False,28794,20370,돼지,돼지
30110,µ¿±¸,77824,137.07619317164492,567.7426415143427,6.343428032184703,False,False,False,1,False,39,1453,일반 소,소
30140,Áß±¸,78201,62.138876726616324,1258.487506043116,7.138460175968248,False,False,False,0,False,0,5640,일반 소,소
30170,¼­±¸,180759,95.24292635472004,1897.8732271075578,7.549015950873284,False,False,False,0,False,6425,13258,일반 소,소
30200,À¯¼º±¸,211571,175.5997052984201,1204.8482635004943,7.094938551378426,False,False,False,0,False,313,17193,일반 소,소
30230,´ë´ö±¸,87237,69.04955368070381,1263.3970148945184,7.142350619451708,False,False,False,0,False,0,6494,일반 소,소
31110,Áß±¸,67137,36.93143619538339,1817.8821870023146,7.505977408417459,False,False,False,3,False,0,5640,일반 소,소
31140,³²±¸,913644,73.35272839954102,12455.487613542085,9.429996859628002,True,True,True,3,False,5309,6946,일반 소,소
